Threshold,Target,Model,Metrics,Accuracy
3dB,ITR,KNN,DetectedTimePercentage + DetectionTime + PowerSkewness + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + DetectionTime + PowerSkewness + StrongResponses,0.38095238095238093
3dB,ITR,KNN,DetectedTimePercentage + DetectionTime + PowerSkewness + StrongResponses,0.23809523809523808
3dB,BCI,KNN,DetectedTimePercentage + DetectionTime + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + DetectionTime + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + DetectionTime + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,ITR,KNN,DetectedTimePercentage + DetectionTime + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectedTimePercentage + DetectionTime + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + DetectionTime + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio,0.23809523809523808
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + PowerSkewness,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + PowerSkewness,0.23809523809523808
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + RobustnessIndex,0.6190476190476191
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + RobustnessIndex,0.3333333333333333
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + DetectionPctVar + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + RobustnessIndex,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + RobustnessIndex,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + StrongResponses,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + PowerSkewness + RobustnessIndex,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + PowerSkewness + RobustnessIndex,0.42857142857142855
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + PowerSkewness + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + PowerSkewness + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + PowerSkewness + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + PowerSkewness + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + RobustnessIndex + FreqEntropy,0.6666666666666666
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + RobustnessIndex + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectedTimePercentage + DetectionRate + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,DetectedTimePercentage + DetectionRate + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.23809523809523808
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + PowerSkewness + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + PowerSkewness + RobustnessIndex,0.19047619047619047
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + PowerSkewness + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + PowerSkewness + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + PowerSkewness + StrongResponses,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + PowerSkewness + StrongResponses,0.19047619047619047
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + RobustnessIndex + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,DetectedTimePercentage + DetectionPctVar + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + DetectionPctVar + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.19047619047619047
3dB,BCI,KNN,DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.19047619047619047
3dB,BCI,KNN,DetectedTimePercentage + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectedTimePercentage + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectedTimePercentage + PowerSkewness + RobustnessIndex + FreqEntropy,0.7142857142857143
3dB,ITR,KNN,DetectedTimePercentage + PowerSkewness + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,DetectedTimePercentage + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectedTimePercentage + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectedTimePercentage + PowerSkewness + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,DetectedTimePercentage + PowerSkewness + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectedTimePercentage + RobustnessIndex + FreqEntropy + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectedTimePercentage + RobustnessIndex + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio,0.6666666666666666
3dB,ITR,KNN,DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio,0.42857142857142855
3dB,BCI,KNN,DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness,0.47619047619047616
3dB,ITR,KNN,DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness,0.42857142857142855
3dB,BCI,KNN,DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex,0.42857142857142855
3dB,ITR,KNN,DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex,0.5238095238095238
3dB,BCI,KNN,DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy,0.5238095238095238
3dB,BCI,KNN,DetectionTime + DetectionRate + DetectionPctVar + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectionTime + DetectionRate + DetectionPctVar + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness,0.5714285714285714
3dB,ITR,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness,0.3333333333333333
3dB,BCI,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex,0.5714285714285714
3dB,ITR,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex,0.42857142857142855
3dB,BCI,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + StrongResponses,0.42857142857142855
3dB,ITR,KNN,DetectionTime + DetectionRate + EarlyDetectionRatio + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex,0.6666666666666666
3dB,ITR,KNN,DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex,0.2857142857142857
3dB,BCI,KNN,DetectionTime + DetectionRate + PowerSkewness + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectionTime + DetectionRate + PowerSkewness + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,DetectionTime + DetectionRate + PowerSkewness + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionTime + DetectionRate + PowerSkewness + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,BCI,KNN,DetectionTime + DetectionRate + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionTime + DetectionRate + RobustnessIndex + StrongResponses,0.42857142857142855
3dB,BCI,KNN,DetectionTime + DetectionRate + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionTime + DetectionRate + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.42857142857142855
3dB,ITR,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.19047619047619047
3dB,BCI,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.38095238095238093
3dB,ITR,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.3333333333333333
3dB,BCI,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.38095238095238093
3dB,ITR,KNN,DetectionTime + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex,0.38095238095238093
3dB,ITR,KNN,DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex,0.42857142857142855
3dB,BCI,KNN,DetectionTime + DetectionPctVar + PowerSkewness + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,DetectionTime + DetectionPctVar + PowerSkewness + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,DetectionTime + DetectionPctVar + PowerSkewness + StrongResponses,0.3333333333333333
3dB,ITR,KNN,DetectionTime + DetectionPctVar + PowerSkewness + StrongResponses,0.19047619047619047
3dB,BCI,KNN,DetectionTime + DetectionPctVar + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,DetectionTime + DetectionPctVar + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectionTime + DetectionPctVar + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,ITR,KNN,DetectionTime + DetectionPctVar + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectionTime + DetectionPctVar + FreqEntropy + StrongResponses,0.42857142857142855
3dB,ITR,KNN,DetectionTime + DetectionPctVar + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.19047619047619047
3dB,BCI,KNN,DetectionTime + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectionTime + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,DetectionTime + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.3333333333333333
3dB,ITR,KNN,DetectionTime + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.23809523809523808
3dB,BCI,KNN,DetectionTime + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectionTime + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,DetectionTime + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,ITR,KNN,DetectionTime + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.19047619047619047
3dB,BCI,KNN,DetectionTime + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,DetectionTime + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectionTime + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectionTime + PowerSkewness + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,DetectionTime + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionTime + PowerSkewness + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectionTime + PowerSkewness + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,DetectionTime + PowerSkewness + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectionTime + RobustnessIndex + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,DetectionTime + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.6190476190476191
3dB,ITR,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.3333333333333333
3dB,BCI,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.5238095238095238
3dB,ITR,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.09523809523809523
3dB,BCI,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.5714285714285714
3dB,ITR,KNN,DetectionRate + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.23809523809523808
3dB,BCI,KNN,DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex,0.6190476190476191
3dB,ITR,KNN,DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex,0.5238095238095238
3dB,BCI,KNN,DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectionRate + DetectionPctVar + PowerSkewness + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionRate + DetectionPctVar + PowerSkewness + StrongResponses,0.2857142857142857
3dB,BCI,KNN,DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy,0.7619047619047619
3dB,ITR,KNN,DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,DetectionRate + DetectionPctVar + RobustnessIndex + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectionRate + DetectionPctVar + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,DetectionRate + DetectionPctVar + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,DetectionRate + DetectionPctVar + FreqEntropy + StrongResponses,0.23809523809523808
3dB,BCI,KNN,DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.38095238095238093
3dB,ITR,KNN,DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.3333333333333333
3dB,BCI,KNN,DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.47619047619047616
3dB,ITR,KNN,DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.3333333333333333
3dB,BCI,KNN,DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.47619047619047616
3dB,ITR,KNN,DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.47619047619047616
3dB,BCI,KNN,DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.6190476190476191
3dB,ITR,KNN,DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.5238095238095238
3dB,ITR,KNN,DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.19047619047619047
3dB,BCI,KNN,DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.6666666666666666
3dB,ITR,KNN,DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.47619047619047616
3dB,ITR,KNN,DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.19047619047619047
3dB,BCI,KNN,DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.6666666666666666
3dB,ITR,KNN,DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.19047619047619047
3dB,BCI,KNN,DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.19047619047619047
3dB,BCI,KNN,DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,ITR,KNN,EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.47619047619047616
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + DetectionTime,0.47619047619047616
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + DetectionTime,0.2857142857142857
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + DetectionRate,0.42857142857142855
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + DetectionRate,0.38095238095238093
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + DetectionPctVar,0.47619047619047616
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + DetectionPctVar,0.3333333333333333
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + EarlyDetectionRatio,0.42857142857142855
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + EarlyDetectionRatio,0.42857142857142855
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + PowerSkewness,0.47619047619047616
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + PowerSkewness,0.38095238095238093
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + RobustnessIndex,0.3333333333333333
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + StrongResponses,0.47619047619047616
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectedTimePercentage + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + DetectionRate,0.47619047619047616
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + DetectionRate,0.42857142857142855
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + DetectionPctVar,0.6666666666666666
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + DetectionPctVar,0.38095238095238093
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + EarlyDetectionRatio,0.42857142857142855
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + EarlyDetectionRatio,0.2857142857142857
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + PowerSkewness,0.5238095238095238
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + PowerSkewness,0.42857142857142855
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + RobustnessIndex,0.5238095238095238
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + RobustnessIndex,0.42857142857142855
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + StrongResponses,0.42857142857142855
3dB,ITR,KNN,SignalDetected + AvgPower + PowerVariability + DetectionTime + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + AvgPower + PowerVariability + DetectionRate + DetectionPctVar,0.5238095238095238
