Threshold,Target,Model,Metrics,Accuracy
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + DetectionPctVar + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.6190476190476191
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectedTimePercentage + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,AvgPower + DetectedTimePercentage + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy + StrongResponses,0.6190476190476191
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy + StrongResponses,0.47619047619047616
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.38095238095238093
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.38095238095238093
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionTime + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.19047619047619047
3dB,BCI,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,ITR,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionTime + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionTime + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionTime + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.6190476190476191
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.6666666666666666
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.6190476190476191
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.19047619047619047
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.23809523809523808
3dB,BCI,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.6666666666666666
3dB,ITR,KNN,AvgPower + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,AvgPower + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,AvgPower + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.42857142857142855
3dB,ITR,KNN,AvgPower + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.23809523809523808
3dB,BCI,KNN,AvgPower + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,AvgPower + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio,0.5238095238095238
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio,0.2857142857142857
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness,0.47619047619047616
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness,0.19047619047619047
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex,0.42857142857142855
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex,0.3333333333333333
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + StrongResponses,0.5238095238095238
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + StrongResponses,0.23809523809523808
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness,0.42857142857142855
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness,0.3333333333333333
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex,0.38095238095238093
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex,0.38095238095238093
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + StrongResponses,0.47619047619047616
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + StrongResponses,0.2857142857142857
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex,0.38095238095238093
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + StrongResponses,0.38095238095238093
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + StrongResponses,0.3333333333333333
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + RobustnessIndex + StrongResponses,0.42857142857142855
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.47619047619047616
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.14285714285714285
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.23809523809523808
3dB,BCI,KNN,PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.47619047619047616
