Subject,SignalDetected,AvgPower,PowerVariability,DetectedTimePercentage,DetectionTime,DetectionRate,DetectionPctVar,EarlyDetectionRatio,PowerSkewness,RobustnessIndex,FreqEntropy,StrongResponses
23,156,6.95025,2.0396875,90.6254375,0.16352201257861634,0.975,5.728437557291677,0.975,-2.9401404690354433,554.20940625,3.685691036325055,152
24,52,3.673375,3.1900000000000004,63.1255,0.5033557046979866,0.325,14.06208354166671,0.85,-1.1049643031568464,125.40932666666666,3.334547187867419,109
25,127,8.035562500000001,2.3923125,84.375125,0.22580645161290322,0.79375,15.914606520833308,0.91875,-0.7953498553108479,373.6612678571429,3.542329379740169,137
26,66,0.19618750000000001,3.193625,29.791375,0.6021505376344086,0.4125,25.639606604166662,0.4875,-0.5817837223864567,49.474962053571424,3.5198809360069085,43
27,42,0.86625,3.1270625,37.70775,0.7350427350427351,0.2625,59.899583541666665,0.58125,-0.6718212526170303,51.30007848837209,3.1516339240591833,51
28,144,18.744875,2.2888125,98.7500625,0.00625,0.9,1.1573842656250017,1.0,-1.3378270471333749,15800.01,3.669974127274066,159
29,99,5.015874999999999,3.042,75.0006875,0.3096774193548387,0.61875,54.16944451562498,0.8875,-0.6846094399593677,242.18972005208332,3.607499592241317,131
30,113,6.4234375,2.8888125000000002,81.8760625,0.2356687898089172,0.70625,61.74658576562498,0.95625,-1.3028045990090138,347.4200489864865,3.579961485315172,148
31,30,-2.0284375,3.0675,10.207687499999999,0.9302325581395349,0.1875,16.375358890624998,0.20625,-0.44666871831589394,10.973264062499998,2.9966357260829666,6
32,9,-5.5935625,3.317,2.4998125,1.0909090909090908,0.05625,1.8514815156249995,0.04375,-0.021847147135286866,2.291494791666667,2.1972248575344877,1
33,16,-2.0491875,3.6691875000000005,16.249249999999996,1.015625,0.1,1.1573148333333334,0.2625,-0.45899601846386856,15.999261538461536,2.3933122685048627,14
34,30,-0.09543750000000015,3.654000000000001,30.415999999999997,0.696078431372549,0.1875,12.27009270833333,0.48125,-0.5352412891765379,43.69622535211268,2.80046988701925,38
35,44,7.2421875,3.6761250000000003,80.209,0.2389937106918239,0.275,2.025370374999992,0.975,-0.42129026819914256,335.6113421052632,3.1064878495066903,139
36,66,0.7679375,2.770375,30.415812499999998,0.9245283018867925,0.4125,61.34469914062498,0.48125,-0.7230442349828903,32.89873596938776,3.3332097127218088,35
37,108,4.652125,2.6760624999999996,74.1674375,0.4230769230769231,0.675,76.39152780729165,0.9125,-1.0358243832817848,175.3048522727273,3.547462210578251,131
38,42,1.1510000000000002,3.3169374999999994,39.9995,0.904,0.2625,17.12870374999998,0.56875,-1.0104545166960075,44.24723451327433,3.1846409306606946,56
39,17,-1.4998125000000002,3.3938125,15.832687499999997,1.0166666666666666,0.10625,6.944166682291659,0.25,-0.2449165087014324,15.573135245901637,2.751666732379996,15
40,49,2.852875,3.6244375000000004,55.4173125,0.624113475177305,0.30625,65.51428259895837,0.76875,-0.35062173362933124,88.7936484375,3.2266883085606493,99
41,8,-4.754687499999999,3.8696875000000004,4.79125,0.8636363636363636,0.05,7.579953749999999,0.0875,-0.4072996630570797,5.547763157894737,1.906155085219035,1
42,129,3.536812500000001,2.5271250000000003,63.7504375,0.75,0.80625,21.52965289062496,0.75,-1.3995726563714876,85.00058333333332,3.6170682205599594,109
43,43,0.07299999999999987,3.6884375,33.124375,0.8636363636363636,0.26875,31.191690020833306,0.51875,-0.3949938047231868,38.35453947368421,3.1766245934281248,43
44,26,-1.0553750000000002,3.9741875,32.0830625,0.6458333333333334,0.1625,28.936134307291677,0.4875,-5.400064589702255,49.67699999999999,2.864738579613086,47
45,18,-1.1885,3.3320625,15.6239375,0.9696969696969697,0.1125,1.5623264739583334,0.28125,-1.142368847379286,16.112185546875,2.7363391606300267,8
46,25,-2.007125,3.5855625000000004,18.1245625,0.7936507936507936,0.15625,14.064201473958335,0.275,-0.38282190579727116,22.83694875,2.754331780531192,22
47,30,-0.038625,3.1758125,28.124374999999997,0.6421052631578947,0.1875,32.58030093749998,0.51875,-0.7129938757056292,43.80025614754098,3.1064969490871404,35
48,47,-1.4283749999999997,3.0605625000000005,18.9576875,0.9701492537313433,0.29375,42.76959501562499,0.275,-0.4351601281702249,19.541000961538458,3.1233133109138986,20
49,84,2.383625,2.6610625000000003,51.041812500000006,0.3983739837398374,0.525,32.584502432291686,0.69375,-0.3551460899714126,128.12536607142857,3.3596276709243735,84
50,57,2.9745000000000004,3.508,53.125125000000004,0.5572519083969466,0.35625,33.51076410416669,0.71875,-0.4555803479291646,95.33412842465754,3.3799486841166884,87
51,98,3.5618749999999997,2.383,61.666999999999994,0.49264705882352944,0.6125,27.78083345833331,0.75,-0.9929383329864466,125.17480597014925,3.4476827994756216,104
52,23,-1.349375,3.4081250000000005,21.040812499999998,0.8289473684210527,0.14375,21.47158580729166,0.375,0.06293775161315077,25.382567460317457,2.7738522918208544,20
53,19,1.1002499999999997,3.564875,41.666250000000005,0.6271186440677966,0.11875,9.721805624999996,0.6,-0.05181396906016677,66.44077702702704,2.4240438038222205,60
54,49,1.4510625,3.5037499999999993,43.1244375,0.6589147286821705,0.30625,6.657511973958346,0.675,-0.4122847141150678,65.44767573529413,3.226688307013655,60
55,38,3.4307500000000006,3.4006875,57.91712500000001,0.5578231292517006,0.2375,26.160648354166657,0.825,0.12348661237630269,103.82704115853663,3.1447302723727626,100
56,138,3.0780625000000006,1.9471874999999996,56.458687499999996,0.5373134328358209,0.8625,27.95135418229169,0.7375,-0.8335110429377457,105.075890625,3.613740908868512,96
57,124,6.713062500000001,2.3211875,84.16731250000001,0.24358974358974358,0.775,25.46370389062497,0.9375,-0.7827786169065338,345.52896710526323,3.486927303474742,145
58,33,3.3799374999999996,3.2818750000000003,58.333375000000004,0.6275862068965518,0.20625,3.2399537708333415,0.775,-0.25087304114366493,92.94878434065934,3.0185534825362836,94
59,12,-2.6698749999999998,3.5616875,8.124374999999999,0.9166666666666666,0.075,14.523217687499995,0.15625,-0.7313834454940734,8.862954545454546,2.4849068395997316,3
60,49,-0.412875,3.2100625000000003,23.332624999999997,0.7926829268292683,0.30625,8.335833729166666,0.3875,-0.5968789463368543,29.43500384615384,3.265658562008061,26
61,23,-0.13762499999999997,3.6651874999999996,28.124125,0.8163265306122449,0.14375,107.1240974375,0.46875,-0.2248822541854636,34.45205312499999,2.6533049637425234,31
62,47,-2.242625,3.1899375,9.374312499999998,1.146341463414634,0.29375,9.895104223958336,0.1625,-0.6090396907412785,8.177591755319147,3.127216503868572,4
63,77,0.33831249999999996,2.9403750000000004,30.207874999999994,0.6804123711340206,0.48125,43.698773437500016,0.48125,-0.32822055777588105,44.39642234848484,3.3644515906680983,41
64,24,1.9110624999999999,3.4628750000000004,44.374812500000004,0.5121951219512195,0.15,18.694363557291677,0.6625,-0.45052523025845526,86.6365386904762,2.3976987215825236,68
65,16,-1.254125,3.6071874999999998,18.957437499999997,1.0405405405405406,0.1,8.044733932291665,0.30625,-0.09883202927365053,18.218836038961037,2.599302060676402,16
66,121,6.2178125,2.54925,80.41693749999999,0.25806451612903225,0.75625,13.656273307291736,0.9125,-0.6860232524002553,311.61563281249994,3.602524714308176,133
67,134,6.7291875,2.7850625,83.75075,0.31446540880503143,0.8375,8.564907416666658,0.94375,-0.697077719523329,266.327385,3.648370235218791,146
68,30,0.0578125,3.2784375,31.4576875,0.8269230769230769,0.1875,96.00940989062497,0.5,-0.26049169262220756,38.041854651162794,2.8867745030787932,40
69,23,0.5774374999999997,3.6045000000000003,33.95775,0.6060606060606061,0.14375,9.897917041666666,0.525,0.175586840624214,56.03028749999999,2.6680787896100515,45
70,110,4.721375,2.6586875,72.50062499999999,0.304635761589404,0.6875,0.9260185625000004,0.89375,-0.771304117251284,237.99118206521734,3.542455520196059,126
